user,party1,party2
1491121817657958403,FdI;M5s,M5s
766601799155449857,FdI;M5s,M5s
1421791426292109312,FdI;M5s,M5s
1343135374059692033,FdI;M5s,M5s
62019002,FdI;M5s,M5s
892382794810363904,FdI;M5s,M5s
132171317,FdI;M5s,M5s
1188862546742263809,FdI;M5s,PD;AVS
1482632439486898176,FdI;M5s,M5s
38405320,FdI;M5s,PD;Az-Iv
782138334,FdI;M5s,M5s
1333144040443928581,FdI;M5s,M5s
950707530455502848,FdI;M5s,M5s
1082358597273743361,FdI;M5s,M5s
51795372,FdI;M5s,M5s
2385290202,FdI;M5s,M5s
811341705165340672,FdI;M5s,M5s
1548667001656295424,FdI;M5s,L;FdI
1294595622,FdI;M5s,M5s
2403776046,FdI;M5s,M5s
1528352861595308033,FdI;M5s,M5s
137337075,FdI;M5s,FdI;Az-Iv
2567298888,FdI;M5s,M5s
719545452,FdI;M5s,M5s
1326881671778537473,FdI;M5s,M5s
3393806002,FdI;M5s,L;FdI
1447601607575810057,FdI;M5s,M5s
1334612474,FdI;M5s,M5s
1344037808244191232,FdI;M5s,M5s
2523336293,FdI;M5s,L;FdI
366075134,FdI;M5s,M5s
67645062,FdI;M5s,L;FdI
628372408,FdI;M5s,PD;AVS
1179962942,FdI;M5s,M5s
1229454173986598912,FdI;M5s,M5s
502971430,FdI;M5s,PD;AVS
887469692,FdI;M5s,M5s
1269463849,FdI;M5s,M5s
1257451908010250243,FdI;M5s,M5s
1251605058,FdI;M5s,M5s
1168202277091516418,FdI;M5s,M5s
1237860715404222464,FdI;M5s,M5s
1475639159008210955,FdI;M5s,M5s
474720885,FdI;M5s,M5s
408479637,FdI;M5s,M5s
2172743300,FdI;M5s,M5s
1572205258339753986,FdI;M5s,M5s
457397432,FdI;M5s,M5s
2211353832,FdI;M5s,M5s
264300089,FdI;M5s,M5s
980562312984780800,FdI;M5s,M5s
449747222,FdI;M5s,M5s
1550876127559819264,FdI;M5s,M5s
806595464841854976,FdI;M5s,M5s
419634997,FdI;M5s,M5s
859185978434625536,FdI;M5s,M5s
391034680,FdI;M5s,FdI;Az-Iv
1219488944,FdI;M5s,M5s
1488553991390773253,FdI;M5s,M5s
466378912,FdI;M5s,M5s
406881387,FdI;M5s,M5s
300829386,FdI;M5s,M5s
541670926,FdI;M5s,M5s
18799164,FdI;M5s,PD;AVS
845923825426583552,FdI;M5s,M5s
464612109,FdI;M5s,M5s
1493337697527771136,FdI;M5s,M5s
718475652668592128,FdI;M5s,FdI;FI
481929883,FdI;M5s,M5s
467456047,FdI;M5s,PD;AVS
27103138,FdI;M5s,M5s
636081256,FdI;M5s,L;FdI
4787676166,FdI;M5s,M5s
1445122665488994306,FdI;M5s,M5s
1517056530973175808,FdI;M5s,M5s
1551533887288909824,FdI;M5s,M5s
1465250879523676161,FdI;M5s,M5s
1069275696,FdI;M5s,M5s
1461814774048645120,FdI;M5s,M5s
622237378,FdI;M5s,M5s
493539845,FdI;M5s,M5s
1316416861,FdI;M5s,M5s
712367299,FdI;M5s,M5s
1345345218653118464,FdI;M5s,M5s
1395987182,FdI;M5s,M5s
1534659555711500288,FdI;M5s,M5s
1400193388822073350,FdI;M5s,M5s
2336750753,FdI;M5s,M5s
72379041,FdI;M5s,M5s
377333871,FdI;M5s,M5s
1245835833418092288,FdI;M5s,M5s
413231504,FdI;M5s,M5s
391620881,FdI;M5s,M5s
1050637774548652032,FdI;M5s,M5s
1423579296,FdI;M5s,M5s
3345343780,FdI;M5s,M5s
440261832,FdI;M5s,M5s
1946899837,FdI;M5s,M5s
4793622923,FdI;M5s,PD;AVS
890276221887578113,FdI;M5s,L;FdI
2936002895,FdI;M5s,M5s
1132258670,FdI;M5s,PD;AVS
888267231066415104,FdI;M5s,M5s
561823534,FdI;M5s,M5s
50616952,FdI;M5s,M5s
410124018,FdI;M5s,M5s
912833226,FdI;M5s,M5s
2548434750,FdI;M5s,M5s
2836840346,FdI;M5s,M5s
1470068536236285957,FdI;M5s,M5s
47373547,FdI;M5s,M5s
766601799155449728,FdI;M5s,M5s
1092864387147317248,FdI;M5s,M5s
880502911,FdI;M5s,PD;AVS
934813694,FdI;M5s,M5s
1002529509327949824,FdI;M5s,FdI;Az-Iv
814227,FdI;M5s,M5s
568142347,FdI;M5s,PD;AVS
932189898001518592,FdI;M5s,M5s
2832335447,FdI;M5s,M5s
722690791,FdI;M5s,M5s
1107343200296095744,FdI;M5s,FdI;Az-Iv
1248843953165697024,FdI;M5s,M5s
1063831939373821952,FdI;M5s,M5s
1083400462852898816,FdI;M5s,M5s
1517163810955546624,FdI;M5s,M5s
414554793,FdI;M5s,M5s
1562717028556759040,FdI;M5s,M5s
892912476,FdI;M5s,M5s
447486869,FdI;M5s,M5s
191193398,FdI;M5s,M5s
1447207508439879680,FdI;M5s,M5s
3308375333,FdI;M5s,M5s
514161086,FdI;M5s,M5s
1470304775568826369,FdI;M5s,M5s
1234470127443291904,FdI;M5s,FdI;Az-Iv
1422169571281285124,FdI;M5s,M5s
483276391,FdI;M5s,M5s
603531704,FdI;M5s,M5s
1422169571281285120,FdI;M5s,M5s
1241836339,FdI;M5s,M5s
3570102382,FdI;M5s,M5s
1445077647344689175,FdI;M5s,M5s
870169790,FdI;M5s,M5s
823975129470341120,FdI;M5s,M5s
1513080293393059840,FdI;M5s,M5s
591144361,FdI;M5s,M5s
1117145216753049601,FdI;M5s,M5s
823975129470341124,FdI;M5s,FdI;Az-Iv
1562823169,FdI;M5s,M5s
2182502256,FdI;M5s,M5s
2301429138,FdI;M5s,M5s
602844014,FdI;M5s,M5s
2270541645,FdI;M5s,M5s
2784357288,FdI;M5s,M5s
308439364,FdI;M5s,M5s
900242237329727488,FdI;M5s,M5s
949128624967331841,FdI;M5s,M5s
189110064,FdI;M5s,M5s
113481513,FdI;M5s,M5s
910354814,FdI;M5s,M5s
1560543836761464834,FdI;M5s,FdI;Az-Iv
1238888091986866176,FdI;M5s,M5s
1020002929238073344,FdI;M5s,M5s
1259742206,FdI;M5s,M5s
134171389,FdI;M5s,M5s
251307101,FdI;M5s,FdI;Az-Iv
831768450,FdI;M5s,M5s
404343710,FdI;M5s,M5s
2620224933,FdI;M5s,M5s
1142782223193653249,FdI;M5s,M5s
3898955560,FdI;M5s,M5s
849290722566123520,FdI;M5s,M5s
1485155219029778433,FdI;M5s,M5s
481287765,FdI;M5s,M5s
2363023779,FdI;M5s,M5s
967685017932632064,FdI;M5s,M5s
1557368995501727745,FdI;M5s,M5s
1364668797634904069,FdI;M5s,M5s
274093178,FdI;M5s,M5s
1566415949430915072,FdI;M5s,M5s
2470692079,FdI;M5s,M5s
831981618,FdI;M5s,M5s
856463903458504704,FdI;M5s,M5s
735508409617911810,FdI;M5s,M5s
1451424235,FdI;M5s,M5s
1458751681705951232,FdI;M5s,M5s
412129293,FdI;M5s,M5s
1010503220307865601,FdI;M5s,FdI;Az-Iv
563487938,FdI;M5s,M5s
2414699069,FdI;M5s,M5s
1212975134,FdI;M5s,M5s
1326848631970942720,FdI;M5s,M5s
3290984981,FdI;M5s,M5s
1460611925906181888,FdI;M5s,M5s
4207484511,FdI;M5s,PD;AVS
355122344,FdI;M5s,FdI;Az-Iv
4540112892,FdI;M5s,PD;AVS
906810710520409984,FdI;M5s,M5s
1161240277283221510,FdI;M5s,M5s
885661050,FdI;M5s,FdI;Az-Iv
1943352259,FdI;M5s,L;FdI
1252215209193803520,FdI;M5s,M5s
106842211,FdI;M5s,L;FdI
45300696,FdI;M5s,M5s
90183892,FdI;M5s,M5s
701927677,FdI;M5s,M5s
839043333322330112,FdI;M5s,M5s
1071974401,FdI;M5s,M5s
2435940815,FdI;M5s,PD;Az-Iv
1242099728046841857,FdI;M5s,M5s
1446413967761498125,FdI;M5s,M5s
1049739577865441280,FdI;M5s,M5s
1086984555352023040,FdI;M5s,M5s
1426094438749806596,FdI;M5s,M5s
1447503483859570693,FdI;M5s,M5s
1114098782,FdI;M5s,M5s
493947848,FdI;M5s,M5s
1246341246798516224,FdI;M5s,M5s
2895666573,FdI;M5s,M5s
1356889910825938688,FdI;M5s,M5s
407685967,FdI;M5s,M5s
999578121123848192,FdI;M5s,M5s
135953956,FdI;M5s,
977605577827389440,FdI;M5s,M5s
1222235658305052674,FdI;M5s,M5s
2925117455,FdI;M5s,M5s
173074062,FdI;M5s,M5s
1198489144470753280,FdI;M5s,M5s
1562684216194002948,FdI;M5s,M5s
191588355,FdI;M5s,M5s
3365915002,FdI;M5s,M5s
325760306,FdI;M5s,M5s
519940626,FdI;M5s,M5s
714546271650975745,FdI;M5s,M5s
747396585089171456,FdI;M5s,PD;AVS
5847962,FdI;M5s,M5s
1272761126208647168,FdI;M5s,M5s
1063507457589370885,FdI;M5s,M5s
2731197053,FdI;M5s,M5s
1030073279741128710,FdI;M5s,M5s
202222990,FdI;M5s,M5s
1492230236871835650,FdI;M5s,PD;AVS
2174507470,FdI;M5s,M5s
901802073846579201,FdI;M5s,M5s
303953424,FdI;M5s,FdI;Az-Iv
1246821023498096640,FdI;M5s,M5s
2986488827,FdI;M5s,M5s
414908553,FdI;M5s,M5s
984438752,FdI;M5s,M5s
1170995672377626625,FdI;M5s,M5s
1556913919624523778,FdI;M5s,M5s
1131151171,FdI;M5s,M5s
1108682112213938176,FdI;M5s,PD;AVS
969904591650377728,FdI;M5s,M5s
118513045,FdI;M5s,PD;AVS
1257959892,FdI;M5s,M5s
765324667,FdI;M5s,M5s
3229172415,FdI;M5s,M5s
429847277,FdI;M5s,M5s
1555908370921656321,FdI;M5s,PD;AVS
400868221,FdI;M5s,M5s
1508792081808044032,FdI;M5s,M5s
377576138,FdI;M5s,M5s
933097573476286465,FdI;M5s,PD;AVS
128266457,FdI;M5s,M5s
252624223,FdI;M5s,M5s
1491412858843901952,FdI;M5s,M5s
120823318,FdI;M5s,M5s
700412768730619905,FdI;M5s,M5s
2460104746,FdI;M5s,M5s
1486339456454074368,FdI;M5s,M5s
1122597057829703680,FdI;M5s,FdI;Az-Iv
27501739,FdI;M5s,M5s
573843438,FdI;M5s,PD;AVS
2420586324,FdI;M5s,M5s
1487766313556746246,FdI;M5s,M5s
436671461,FdI;M5s,M5s
1131205976,FdI;M5s,M5s
1187878899088269313,FdI;M5s,M5s
1235864054716981248,FdI;M5s,M5s
1304503355356708869,FdI;M5s,M5s
249854492,FdI;M5s,FdI;Az-Iv
1541432938029522946,FdI;M5s,M5s
1220951875,FdI;M5s,M5s
1192887805,FdI;M5s,FdI;Az-Iv
4812102017,FdI;M5s,M5s
378489654,FdI;M5s,FdI;Az-Iv
4452315099,FdI;M5s,M5s
910676940,FdI;M5s,M5s
1187942365522268161,FdI;M5s,M5s
340300921,FdI;M5s,M5s
1520447945623183360,FdI;M5s,FdI;Az-Iv
1161834389170479104,FdI;M5s,M5s
2804043000,FdI;M5s,M5s
966492170,FdI;M5s,M5s
437635996,FdI;M5s,M5s
14278162,FdI;M5s,M5s
836271002,FdI;M5s,M5s
939337284,FdI;M5s,M5s
1533516920162500608,FdI;M5s,PD;AVS
281884852,FdI;M5s,M5s
1365423847,FdI;M5s,M5s
85793150,FdI;M5s,M5s
317680130,FdI;M5s,M5s
1537795324684685314,FdI;M5s,M5s
820329765748019202,FdI;M5s,M5s
1400123584203399169,FdI;M5s,M5s
1044242254523760643,FdI;M5s,M5s
1521523785509314304,FdI;M5s,M5s
1493589848,FdI;M5s,M5s
553959228,FdI;M5s,M5s
956262769,FdI;M5s,M5s
1363542744497610752,FdI;M5s,M5s
332885533,FdI;M5s,M5s
408827929,FdI;M5s,M5s
1486965874787602435,FdI;M5s,M5s
2176253277,FdI;M5s,M5s
1534659555711500290,FdI;M5s,M5s
1350773318710943744,FdI;M5s,PD;AVS
3426991144,FdI;M5s,M5s
1485623783021027328,FdI;M5s,FdI;Az-Iv
499581721,FdI;M5s,M5s
2960496765,FdI;M5s,M5s
1482983482078990336,FdI;M5s,M5s
134553074,FdI;M5s,M5s
2328166991,FdI;M5s,M5s
1317255619,FdI;M5s,M5s
2375736855,FdI;M5s,PD;AVS
473686739,FdI;M5s,M5s
1461789923560808448,FdI;M5s,M5s
415100087,FdI;M5s,M5s
2248454247,FdI;M5s,M5s
1187184194,FdI;M5s,M5s
963073442,FdI;M5s,M5s
1506205524827774976,FdI;M5s,PD;AVS
962315726966214400,FdI;M5s,M5s
739555684379992064,FdI;M5s,M5s
1376515377396584449,FdI;M5s,M5s
1262817384,FdI;M5s,M5s
1385186335774978055,FdI;M5s,M5s
1006569332586008448,FdI;M5s,M5s
730084898946592768,FdI;M5s,M5s
470454408,FdI;M5s,M5s
915931191139864578,FdI;M5s,M5s
1106153881,FdI;M5s,M5s
1541432938029522688,FdI;M5s,M5s
2871241720,FdI;M5s,M5s
1571560526366347267,FdI;M5s,FdI;Az-Iv
836832129183014912,FdI;M5s,PD;AVS
3228521201,FdI;M5s,M5s
836001242,FdI;M5s,M5s
1320291302488051714,FdI;M5s,M5s
1384103415588921346,FdI;M5s,M5s
3131617043,FdI;M5s,M5s
1244609569,FdI;M5s,M5s
147762207,FdI;M5s,M5s
513144334,FdI;M5s,M5s
2208663296,FdI;M5s,M5s
1549001397743636480,FdI;M5s,M5s
1193574074502569984,FdI;M5s,M5s
1534486934,FdI;M5s,M5s
920350887779950592,FdI;M5s,M5s
2777579626,FdI;M5s,M5s
1427649294446866446,FdI;M5s,M5s
1388067280446267397,FdI;M5s,M5s
1253397978527776768,FdI;M5s,M5s
782662172,FdI;M5s,M5s
1465796410163580930,FdI;M5s,M5s
2886860662,FdI;M5s,M5s
2553289698,FdI;M5s,M5s
986192262924292097,FdI;M5s,M5s
1032586944658788352,FdI;M5s,M5s
1071755390365433856,FdI;M5s,M5s
723877334,FdI;M5s,M5s
340175462,FdI;M5s,M5s
1486339456454074379,FdI;M5s,M5s
738344440851468288,FdI;M5s,M5s
2359448190,FdI;M5s,M5s
765555246,FdI;M5s,M5s
390427246,FdI;M5s,M5s
1538277722614538240,FdI;M5s,M5s
3397375498,FdI;M5s,M5s
2244571279,FdI;M5s,PD;AVS
1523352867939229698,FdI;M5s,M5s
737269916466880512,FdI;M5s,M5s
1891212620,FdI;M5s,M5s
725285752771350528,FdI;M5s,FdI;Az-Iv
318499634,FdI;M5s,M5s
2318032643,FdI;M5s,M5s
1243232462970421248,FdI;M5s,M5s
1555198737902981120,FdI;M5s,M5s
508542444,FdI;M5s,FdI;Az-Iv
45943356,FdI;M5s,FdI;Az-Iv
538286720,FdI;M5s,M5s
947879034,FdI;M5s,M5s
1357352206777868288,FdI;M5s,M5s
1084849003525750784,FdI;M5s,PD;AVS
379892878,FdI;M5s,M5s
1260171894,FdI;M5s,M5s
2356251718,FdI;M5s,M5s
331223753,FdI;M5s,M5s
1696277574,FdI;M5s,PD;AVS
1547829151100334088,FdI;M5s,M5s
1276570771,FdI;M5s,M5s
462808763,FdI;M5s,M5s
605688038,FdI;M5s,M5s
2183704091,FdI;M5s,M5s
337372191,FdI;M5s,M5s
983065508,FdI;M5s,M5s
161428463,FdI;M5s,M5s
1228064064,FdI;M5s,M5s
3776006296,FdI;M5s,FdI;Az-Iv
1551282182307676160,FdI;M5s,FdI;Az-Iv
1188843954432811008,FdI;M5s,M5s
42729551,FdI;M5s,M5s
1243993407611121664,FdI;M5s,M5s
1394277882,FdI;M5s,M5s
1316630180,FdI;M5s,M5s
1249334580580057093,FdI;M5s,M5s
1231509474596265985,FdI;M5s,M5s
2198111423,FdI;M5s,M5s
952461710,FdI;M5s,M5s
1446709016286072833,FdI;M5s,M5s
1022971756754157569,FdI;M5s,M5s
1162767474,FdI;M5s,M5s
582152087,FdI;M5s,M5s
452010658,FdI;M5s,M5s
598303209,FdI;M5s,M5s
376935892,FdI;M5s,M5s
3050234032,FdI;M5s,M5s
733035567458492416,FdI;M5s,M5s
1308049106,FdI;M5s,M5s
66315515,FdI;M5s,M5s
4845403365,FdI;M5s,M5s
897524633062301696,FdI;M5s,M5s
2342101993,FdI;M5s,M5s
2366108005,FdI;M5s,M5s
1275239096,FdI;M5s,M5s
483609852,FdI;M5s,M5s
695998919059361792,FdI;M5s,M5s
2913833871,FdI;M5s,M5s
1409148225890705408,FdI;M5s,M5s
1159393215855976449,FdI;M5s,M5s
3156609485,FdI;M5s,M5s
998943681964068864,FdI;M5s,M5s
2477333779,FdI;M5s,M5s
1551915773425291265,FdI;M5s,M5s
533268748,FdI;M5s,M5s
1366920488,FdI;M5s,M5s
870522292635180928,FdI;M5s,M5s
492647112,FdI;M5s,M5s
1193645670231629824,FdI;M5s,M5s
721242552469479424,FdI;M5s,M5s
1549669547405443073,FdI;M5s,M5s
885789131703537664,FdI;M5s,M5s
849652946166001665,FdI;M5s,M5s
1172154724285632512,FdI;M5s,PD;Az-Iv
1213507642858987520,FdI;M5s,M5s
1117765694240755727,FdI;M5s,M5s
1202000430479400704,FdI;M5s,M5s
1142813121880449025,FdI;M5s,M5s
4156998808,FdI;M5s,M5s
2291753813,FdI;M5s,M5s
915931191139864448,FdI;M5s,M5s
2889852755,FdI;M5s,M5s
59165953,FdI;M5s,M5s
731149244833378304,FdI;M5s,M5s
3053055853,FdI;M5s,M5s
930579210,FdI;M5s,M5s
414385318,FdI;M5s,M5s
857249819219382273,FdI;M5s,M5s
418662548,FdI;M5s,M5s
435115377,FdI;M5s,M5s
1190596207741218816,FdI;M5s,M5s
2918309829,FdI;M5s,M5s
2928096323,FdI;M5s,L;FdI
1645907658,FdI;M5s,M5s
986525298903658496,FdI;M5s,M5s
1551166428698624000,FdI;M5s,M5s
1555814420135264257,FdI;M5s,M5s
1193971932972113920,FdI;M5s,M5s
106548241,FdI;M5s,M5s
1390729187418386433,FdI;M5s,M5s
1230414764960026624,FdI;M5s,FdI;Az-Iv
1481202482198065152,FdI;M5s,M5s
716660864,FdI;M5s,M5s
555001150,FdI;M5s,M5s
1403770619439759363,FdI;M5s,M5s
428262812,FdI;M5s,M5s
4075384109,FdI;M5s,M5s
884011316,FdI;M5s,M5s
380351968,FdI;M5s,M5s
22693775,FdI;M5s,M5s
1436771291193913356,FdI;M5s,L;FdI
1015935654,FdI;M5s,M5s
1448536509708185601,FdI;M5s,M5s
1021898003370655744,FdI;M5s,M5s
90884023,FdI;M5s,M5s
1508330319170134019,FdI;M5s,M5s
3028280830,FdI;M5s,M5s
795170913759232000,FdI;M5s,M5s
2170742693,FdI;M5s,M5s
407154950,FdI;M5s,M5s
811541144547037184,FdI;M5s,M5s
1421005048834834438,FdI;M5s,M5s
1141696710147813376,FdI;M5s,M5s
379030092,FdI;M5s,M5s
1489957648275546112,FdI;M5s,M5s
948578516982956032,FdI;M5s,M5s
1383140323157762053,FdI;M5s,M5s
428525073,FdI;M5s,M5s
1296055260394532864,FdI;M5s,M5s
456854642,FdI;M5s,M5s
1946791908,FdI;M5s,M5s
357074444,FdI;M5s,M5s
1291622634,FdI;M5s,M5s
2293869677,FdI;M5s,M5s
2260566889,FdI;M5s,PD;AVS
947015537808281600,FdI;M5s,M5s
951853792936517632,FdI;M5s,M5s
1012990321,FdI;M5s,M5s
752010888,FdI;M5s,M5s
1483373822,FdI;M5s,M5s
3003254493,FdI;M5s,M5s
2483850749,FdI;M5s,M5s
3259631164,FdI;M5s,M5s
1433153681185251331,FdI;M5s,M5s
85049014,FdI;M5s,M5s
1017029779202113537,FdI;M5s,M5s
1513151300661305348,FdI;M5s,
722421795106766720,FdI;M5s,M5s
292417838,FdI;M5s,M5s
1109518177204142080,FdI;M5s,FdI;Az-Iv
2903541269,FdI;M5s,M5s
455526841,FdI;M5s,M5s
1422271054156795904,FdI;M5s,M5s
3207950973,FdI;M5s,M5s
1381045370478854145,FdI;M5s,M5s
108959881,FdI;M5s,M5s
1338439037791690757,FdI;M5s,M5s
704996147,FdI;M5s,M5s
961661021017518086,FdI;M5s,M5s
103000463,FdI;M5s,M5s
1147594230,FdI;M5s,M5s
767419691551821826,FdI;M5s,M5s
549964088,FdI;M5s,M5s
99311222,FdI;M5s,M5s
3300539086,FdI;M5s,M5s
1358417094199701510,FdI;M5s,M5s
1565793207539175424,FdI;M5s,M5s
290093767,FdI;M5s,M5s
471965529,FdI;M5s,M5s
1036938613,FdI;M5s,M5s
1491739653006929920,FdI;M5s,M5s
60075254,FdI;M5s,PD;AVS
867257453079089152,FdI;M5s,M5s
1097203348913168384,FdI;M5s,M5s
851233315,FdI;M5s,FdI;Az-Iv
3239016405,FdI;M5s,M5s
128285955,FdI;M5s,FdI
371619032,FdI;M5s,M5s
752434136586018816,FdI;M5s,M5s
1404121928571490305,FdI;M5s,M5s
1417146023542235138,FdI;M5s,PD;AVS
924156264,FdI;M5s,M5s
426094795,FdI;M5s,M5s
1445077647344689152,FdI;M5s,M5s
1108966327,FdI;M5s,M5s
1566749466799083520,FdI;M5s,M5s
426152264,FdI;M5s,M5s
1357812068,FdI;M5s,M5s
1355822453788958721,FdI;M5s,M5s
1392080886,FdI;M5s,M5s
85838534,FdI;M5s,M5s
1348851210,FdI;M5s,M5s
1522262216094978049,FdI;M5s,PD;AVS
1555486749291323392,FdI;M5s,M5s
961233370821914624,FdI;M5s,M5s
595620738,FdI;M5s,M5s
1017975031,FdI;M5s,M5s
354125985,FdI;M5s,M5s
340972113,FdI;M5s,M5s
2996797988,FdI;M5s,M5s
1709592326,FdI;M5s,FdI;Az-Iv
841701064118284288,FdI;M5s,M5s
17876465,FdI;M5s,FdI;Az-Iv
962742501344980992,FdI;M5s,M5s
1221787508998049536,FdI;M5s,M5s
1314661519,FdI;M5s,M5s
2328646053,FdI;M5s,M5s
812912796,FdI;M5s,M5s
78885684,FdI;M5s,M5s
2342630384,FdI;M5s,FdI;Az-Iv
1001091645515935746,FdI;M5s,M5s
1366880152706289674,FdI;M5s,M5s
1051397961748504576,FdI;M5s,M5s
125744627,FdI;M5s,FdI;Az-Iv
318988340,FdI;M5s,M5s
1172019419557637888,FdI;M5s,M5s
167691818,FdI;M5s,
1360669426887065600,FdI;M5s,M5s
432516884,FdI;M5s,M5s
1547833962302541824,FdI;M5s,M5s
1464788840,FdI;M5s,M5s
2177262113,FdI;M5s,M5s
1349647983600689155,FdI;M5s,M5s
1159874141673181184,FdI;M5s,M5s
801046891,FdI;M5s,M5s
3322895655,FdI;M5s,M5s
2752684721,FdI;M5s,M5s
1232658396941312000,FdI;M5s,M5s
1253733537162952705,FdI;M5s,M5s
471347700,FdI;M5s,M5s
453813069,FdI;M5s,M5s
99361454,FdI;M5s,M5s
514664950,FdI;M5s,M5s
2887146273,FdI;M5s,M5s
2825937448,FdI;M5s,PD;AVS
813106086366560128,FdI;M5s,M5s
552017084,FdI;M5s,M5s
1083680015492022273,FdI;M5s,M5s
1570045089568661504,FdI;M5s,FdI;Az-Iv
1500834696330190848,FdI;M5s,M5s
98921343,FdI;M5s,M5s
1167886748355039232,FdI;M5s,M5s
139764514,FdI;M5s,M5s
1322285601018826752,FdI;M5s,FdI;Az-Iv
168801032,FdI;M5s,M5s
1343122166154452993,FdI;M5s,M5s
2791011106,FdI;M5s,M5s
3362921608,FdI;M5s,M5s
2881788614,FdI;M5s,M5s
589979280,FdI;M5s,M5s
385361791,FdI;M5s,M5s
108934786,FdI;M5s,M5s
1420443511,FdI;M5s,L;FdI
825776938874703873,FdI;M5s,M5s
412560750,FdI;M5s,PD;AVS
472905491,FdI;M5s,
1059877728,FdI;M5s,M5s
1354935949,FdI;M5s,M5s
437760038,FdI;M5s,M5s
739502641269596160,FdI;M5s,M5s
4889713822,FdI;M5s,M5s
393383204,FdI;M5s,M5s
2225786343,FdI;M5s,M5s
2418090724,FdI;M5s,M5s
3165932003,FdI;M5s,M5s
393644544,FdI;M5s,M5s
4830536661,FdI;M5s,M5s
1246557251080466432,FdI;M5s,M5s
1002675643702763520,FdI;M5s,M5s
1498243761427693569,FdI;M5s,FdI;Az-Iv
1100387403439767552,FdI;M5s,M5s
1536774689468600320,FdI;M5s,NM;FdI
1092864387147317253,FdI;M5s,M5s
1566138560503316481,FdI;M5s,M5s
1381348772589006848,FdI;M5s,M5s
1958902520,FdI;M5s,M5s
1498243761427693568,FdI;M5s,M5s
409471939,FdI;M5s,M5s
924294987474440192,FdI;M5s,M5s
1291894243,FdI;M5s,M5s
1260491010586615808,FdI;M5s,PD;AVS
1267570830940278784,FdI;M5s,M5s
903166269339443200,FdI;M5s,M5s
1336271833075736577,FdI;M5s,M5s
2911645870,FdI;M5s,M5s
1055481505,FdI;M5s,M5s
58453980,FdI;M5s,FdI;FI
1158030248384110592,FdI;M5s,M5s
