user_id,community_id,comm_label,most_common_party,all_parties
1225525466871803904,0,FdI,Fratelli d'Italia,Fratelli d'Italia
510786998,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1168612912056999936,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2574033231,0,FdI,Fratelli d'Italia,Fratelli d'Italia
828717014,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1551250157823467520,0,FdI,Fratelli d'Italia,Fratelli d'Italia
382238648,0,FdI,Fratelli d'Italia,Fratelli d'Italia
87467449,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1502600371923005440,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1262417935,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1200853862967660544,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3219225676,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1287068107643719680,0,FdI,Fratelli d'Italia,Fratelli d'Italia
140412189,0,FdI,Fratelli d'Italia,Fratelli d'Italia
27606361,0,FdI,Fratelli d'Italia,Fratelli d'Italia
22651555,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1323867592256344064,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1336311888553127936,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1244199163648147456,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1013879910,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2388790596,0,FdI,Fratelli d'Italia,Fratelli d'Italia
317769975,0,FdI,Fratelli d'Italia,Fratelli d'Italia
958633201,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1023972842948452352,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1262211571,0,FdI,Fratelli d'Italia,Fratelli d'Italia
572012359,0,FdI,Fratelli d'Italia,Fratelli d'Italia
734626206,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2162983644,0,FdI,Fratelli d'Italia,Fratelli d'Italia
365462238,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1306386785988157440,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1037049997,0,FdI,Fratelli d'Italia,Fratelli d'Italia
4344764241,0,FdI,Fratelli d'Italia,Fratelli d'Italia
499561762,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2346923772,0,FdI,Fratelli d'Italia,Fratelli d'Italia
395218906,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1595717454,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1885687531,0,FdI,Fratelli d'Italia,Fratelli d'Italia
275741325,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2157554042,0,FdI,Fratelli d'Italia,Fratelli d'Italia
632742781,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1497203889887657984,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1385311174984613888,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1288750746,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1216148624243118080,0,FdI,Fratelli d'Italia,Fratelli d'Italia
4697142235,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2983259099,0,FdI,Fratelli d'Italia,Fratelli d'Italia
58052287,0,FdI,Fratelli d'Italia,Fratelli d'Italia
15735970,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1240984286989344768,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1025012509,0,FdI,Fratelli d'Italia,Fratelli d'Italia
985232360,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1161196922,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1095668360874999808,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1307390346,0,FdI,Fratelli d'Italia,Fratelli d'Italia
40073347,0,FdI,Fratelli d'Italia,Fratelli d'Italia
112810232,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2429285868,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3241806322,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1318257218706378752,0,FdI,Fratelli d'Italia,Fratelli d'Italia
466348695,0,FdI,Fratelli d'Italia,Fratelli d'Italia
237256441,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1431875681508548608,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1652843454,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1007332756601425920,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1392398509253480448,0,FdI,Fratelli d'Italia,Fratelli d'Italia
986268867839385600,0,FdI,Fratelli d'Italia,Fratelli d'Italia
882553959516446720,0,FdI,Fratelli d'Italia,Fratelli d'Italia
389131517,0,FdI,Fratelli d'Italia,Fratelli d'Italia
4630131561,0,FdI,Fratelli d'Italia,Fratelli d'Italia
974090952603308032,0,FdI,Fratelli d'Italia,Fratelli d'Italia
85129926,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1478623479197011968,0,FdI,Fratelli d'Italia,Fratelli d'Italia
494111063,0,FdI,Fratelli d'Italia,Fratelli d'Italia
52824910,0,FdI,Fratelli d'Italia,Fratelli d'Italia
962333770308308992,0,FdI,Fratelli d'Italia,Fratelli d'Italia
832912356,0,FdI,Fratelli d'Italia,Fratelli d'Italia
452343838,0,FdI,Fratelli d'Italia,Fratelli d'Italia
377596180,0,FdI,Fratelli d'Italia,Fratelli d'Italia
402894474,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1961251566,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2194037379,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2858584827,0,FdI,Fratelli d'Italia,Fratelli d'Italia
96338614,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1426567311809515520,0,FdI,Fratelli d'Italia,Fratelli d'Italia
870931953092100096,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1512372459902836736,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1130107176075321344,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3550261402,0,FdI,Fratelli d'Italia,Fratelli d'Italia
4528167203,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1266404090935992320,0,FdI,Fratelli d'Italia,Fratelli d'Italia
261910864,0,FdI,Fratelli d'Italia,Fratelli d'Italia
404064077,0,FdI,Fratelli d'Italia,Fratelli d'Italia
571872784,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1060592551005167616,0,FdI,Fratelli d'Italia,Fratelli d'Italia
119154768,0,FdI,Fratelli d'Italia,Fratelli d'Italia
955521362,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2447546724,0,FdI,Fratelli d'Italia,Fratelli d'Italia
41367122,0,FdI,Fratelli d'Italia,Fratelli d'Italia
372273460,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1322541384646172672,0,FdI,Fratelli d'Italia,Fratelli d'Italia
713448101785288704,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1508528078854795264,0,FdI,Fratelli d'Italia,Fratelli d'Italia
798091854768177152,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1081290202465947648,0,FdI,Fratelli d'Italia,Fratelli d'Italia
947262590,0,FdI,Fratelli d'Italia,Fratelli d'Italia
414697743,0,FdI,Fratelli d'Italia,Fratelli d'Italia
331872223,0,FdI,Fratelli d'Italia,Fratelli d'Italia
479423459,0,FdI,Fratelli d'Italia,Fratelli d'Italia
51542597,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1413918667373522944,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1163020839605985280,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1165420249,0,FdI,Fratelli d'Italia,Fratelli d'Italia
517721087,0,FdI,Fratelli d'Italia,Fratelli d'Italia
4054114708,0,FdI,Fratelli d'Italia,Fratelli d'Italia
908731428124397568,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1103360481341902848,0,FdI,Fratelli d'Italia,Fratelli d'Italia
364750418,0,FdI,Fratelli d'Italia,Fratelli d'Italia
169566296,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1298633289654243328,0,FdI,Fratelli d'Italia,Fratelli d'Italia
28228305,0,FdI,Fratelli d'Italia,Fratelli d'Italia
472966889,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2324434960,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3401430430,0,FdI,Fratelli d'Italia,Fratelli d'Italia
393392832,0,FdI,Fratelli d'Italia,Fratelli d'Italia
826707133311942656,0,FdI,Fratelli d'Italia,Fratelli d'Italia
844860175206920192,0,FdI,Fratelli d'Italia,Fratelli d'Italia
36079217,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1242779555527614464,0,FdI,Fratelli d'Italia,Fratelli d'Italia
113981849,0,FdI,Fratelli d'Italia,Fratelli d'Italia
121424128,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3676549834,0,FdI,Fratelli d'Italia,Fratelli d'Italia
770421866,0,FdI,Fratelli d'Italia,Fratelli d'Italia
245780174,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1112397484058427392,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1330133173636894720,0,FdI,Fratelli d'Italia,Fratelli d'Italia
425933041,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1247360977,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1023465239478710272,0,FdI,Fratelli d'Italia,Fratelli d'Italia
905720262343229440,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1262043650726465536,0,FdI,Fratelli d'Italia,Fratelli d'Italia
56957289,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1205122244114100224,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1231977094760091648,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1191459938297667584,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3303962619,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3124013698,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1418266782285107200,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2236327369,0,FdI,Fratelli d'Italia,Fratelli d'Italia
5893702,0,FdI,Fratelli d'Italia,Fratelli d'Italia
490572326,0,FdI,Fratelli d'Italia,Fratelli d'Italia
144213581,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2234847558,0,FdI,Fratelli d'Italia,Fratelli d'Italia
811304628348481536,0,FdI,Fratelli d'Italia,Fratelli d'Italia
171981193,0,FdI,Fratelli d'Italia,Fratelli d'Italia
412936122,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1407292613871476736,0,FdI,Fratelli d'Italia,Fratelli d'Italia
896687238410629120,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1546056905876971520,0,FdI,Fratelli d'Italia,Fratelli d'Italia
440756482,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1272827097543827456,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1433286055,0,FdI,Fratelli d'Italia,Fratelli d'Italia
427739699,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1253965695668412416,0,FdI,Fratelli d'Italia,Fratelli d'Italia
423048951,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1502717953489387520,0,FdI,Fratelli d'Italia,Fratelli d'Italia
48042769,0,FdI,Fratelli d'Italia,Fratelli d'Italia
72248630,0,FdI,Fratelli d'Italia,Fratelli d'Italia
392589825,0,FdI,Fratelli d'Italia,Fratelli d'Italia
388284615,0,FdI,Fratelli d'Italia,Fratelli d'Italia
808878834,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1519983942195163136,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1450283846,0,FdI,Fratelli d'Italia,Fratelli d'Italia
249854492,0,FdI,Fratelli d'Italia,Fratelli d'Italia
855353954,0,FdI,Fratelli d'Italia,Fratelli d'Italia
938867301650231296,0,FdI,Fratelli d'Italia,Fratelli d'Italia
760915205064892416,0,FdI,Fratelli d'Italia,Fratelli d'Italia
454423746,0,FdI,Fratelli d'Italia,Fratelli d'Italia
875891372,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1142667001,0,FdI,Fratelli d'Italia,Fratelli d'Italia
975778238797578240,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1234855806631399424,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2375869364,0,FdI,Fratelli d'Italia,Fratelli d'Italia
29416653,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1511369997708369920,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1634399438,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1520769085805670400,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1454012419517423616,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2825360812,0,FdI,Fratelli d'Italia,Fratelli d'Italia
344093432,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1160238387753865216,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1004967978386026496,0,FdI,Fratelli d'Italia,Fratelli d'Italia
820489519,0,FdI,Fratelli d'Italia,Fratelli d'Italia
781596242686148608,0,FdI,Fratelli d'Italia,Fratelli d'Italia
866705939172347904,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1341462944,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1323186403614875648,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1448659292781907968,0,FdI,Fratelli d'Italia,Fratelli d'Italia
18935802,0,FdI,Fratelli d'Italia,Fratelli d'Italia
304669690,0,FdI,Fratelli d'Italia,Fratelli d'Italia
450967844,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1275047630,0,FdI,Fratelli d'Italia,Fratelli d'Italia
42754744,0,FdI,Fratelli d'Italia,Fratelli d'Italia
210787486,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3308422191,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2184687847,0,FdI,Fratelli d'Italia,Fratelli d'Italia
452380586,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1276146338753843200,0,FdI,Fratelli d'Italia,Fratelli d'Italia
860015294,0,FdI,Fratelli d'Italia,Fratelli d'Italia
274915400,0,FdI,Fratelli d'Italia,Fratelli d'Italia
958958707840311296,0,FdI,Fratelli d'Italia,Fratelli d'Italia
385408308,0,FdI,Fratelli d'Italia,Fratelli d'Italia
515738303,0,FdI,Fratelli d'Italia,Fratelli d'Italia
223215480,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1673946804,0,FdI,Fratelli d'Italia,Fratelli d'Italia
429391019,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1440784603,0,FdI,Fratelli d'Italia,Fratelli d'Italia
441948165,0,FdI,Fratelli d'Italia,Fratelli d'Italia
436239851,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3056842713,0,FdI,Fratelli d'Italia,Fratelli d'Italia
713663420827049984,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1328731046725226496,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1948929786,0,FdI,Fratelli d'Italia,Fratelli d'Italia
2184301675,0,FdI,Fratelli d'Italia,Fratelli d'Italia
534826529,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1326282364763447296,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1435183072778113024,0,FdI,Fratelli d'Italia,Fratelli d'Italia
428082935,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1287748171364433920,0,FdI,Fratelli d'Italia,Fratelli d'Italia
948551126076489728,0,FdI,Fratelli d'Italia,Fratelli d'Italia
967362048006000640,0,FdI,Fratelli d'Italia,Fratelli d'Italia
543774554,0,FdI,Fratelli d'Italia,Fratelli d'Italia
890577630327705600,0,FdI,Fratelli d'Italia,Fratelli d'Italia
957743786628665344,0,FdI,Fratelli d'Italia,Fratelli d'Italia
46884625,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1728932216,0,FdI,Fratelli d'Italia,Fratelli d'Italia
482875004,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1420532982,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1384254345089142784,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1440054435799916544,0,FdI,Fratelli d'Italia,Fratelli d'Italia
3017653138,0,FdI,Fratelli d'Italia,Fratelli d'Italia
738895631897530368,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1286271669028429824,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1205143751108284416,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1290097460,0,FdI,Fratelli d'Italia,Fratelli d'Italia
30585852,0,FdI,Fratelli d'Italia,Fratelli d'Italia
424216485,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1441314651065573376,0,FdI,Fratelli d'Italia,Fratelli d'Italia
1704888342,1,M5s,Movimento 5s,Movimento 5s
248853637,1,M5s,Movimento 5s,Movimento 5s
36353564,1,M5s,Movimento 5s,Movimento 5s
919830836253483008,1,M5s,Movimento 5s,Movimento 5s
2157178129,1,M5s,Movimento 5s,Movimento 5s
1508330319170134016,1,M5s,Movimento 5s,Movimento 5s
1238596208,1,M5s,Movimento 5s,Movimento 5s
3109897131,1,M5s,Movimento 5s,Movimento 5s
81845003,1,M5s,Movimento 5s,Movimento 5s
801131959,1,M5s,Movimento 5s,Movimento 5s
