user,party1,party2
366075134,M5s,FdI;M5s
2660179878,M5s,FdI;M5s
628372408,M5s,FdI;M5s
1179962942,M5s,FdI;M5s
887469692,M5s,FdI;M5s
1269463849,M5s,FdI;M5s
1251605058,M5s,FdI;M5s
1034060342073143168,M5s,PD;AVS
408479637,M5s,FdI;M5s
2172743300,M5s,FdI;M5s
1550398886979801088,M5s,FdI;M5s
1208458128523743232,M5s,FdI;M5s
264300089,M5s,FdI;M5s
980562312984780800,M5s,FdI;M5s
2444235358,M5s,FdI;M5s
2211353832,M5s,FdI;M5s
449747222,M5s,FdI;M5s
1134456446391918592,M5s,FdI;M5s
806595464841854976,M5s,FdI;M5s
859185978434625536,M5s,FdI;M5s
391034680,M5s,FdI;M5s
1076976639869943808,M5s,FdI;M5s
1219488944,M5s,FdI;M5s
466378912,M5s,FdI;M5s
406881387,M5s,FdI;M5s
3341393331,M5s,FdI;M5s
300829386,M5s,FdI;M5s
541670926,M5s,FdI;M5s
18799164,M5s,FdI;M5s
845923825426583552,M5s,FdI;M5s
464612109,M5s,FdI;M5s
2800841104,M5s,FdI;M5s
481929883,M5s,FdI;M5s
467456047,M5s,FdI;M5s
1002995110278254592,M5s,PD
2448102733,M5s,FdI;M5s
1496308658,M5s,FdI;M5s
27103138,M5s,FdI;M5s
4787676166,M5s,FdI;M5s
458506443,M5s,FdI;M5s
1430994750346301440,M5s,FdI;M5s
317278377,M5s,
1546730740632756224,M5s,FdI;M5s
1069275696,M5s,FdI;M5s
1307942898,M5s,FdI;M5s
622237378,M5s,FdI;M5s
1249334580580057088,M5s,FdI;M5s
1441122414465851392,M5s,FdI;M5s
1316416861,M5s,FdI;M5s
30427244,M5s,PD;AVS
1345345218653118464,M5s,FdI;M5s
1395987182,M5s,FdI;M5s
2804233346,M5s,PD
2336750753,M5s,FdI;M5s
72379041,M5s,FdI;M5s
377333871,M5s,FdI;M5s
413231504,M5s,FdI;M5s
391620881,M5s,FdI;M5s
1559161375183847424,M5s,
1050637774548652032,M5s,FdI;M5s
1423579296,M5s,FdI;M5s
440261832,M5s,FdI;M5s
1946899837,M5s,FdI;M5s
4793622923,M5s,FdI;M5s
2936002895,M5s,FdI;M5s
1132258670,M5s,FdI;M5s
467612514,M5s,
354216678,M5s,FdI;M5s
888267231066415104,M5s,FdI;M5s
376923053,M5s,PD;AVS
50616952,M5s,FdI;M5s
561823534,M5s,FdI;M5s
912833226,M5s,FdI;M5s
2548434750,M5s,FdI;M5s
2836840346,M5s,FdI;M5s
47373547,M5s,FdI;M5s
766601799155449728,M5s,FdI;M5s
1092864387147317248,M5s,FdI;M5s
84300444,M5s,PD;AVS
934813694,M5s,FdI;M5s
814227,M5s,FdI;M5s
855530862020046848,M5s,FdI;M5s
2832335447,M5s,FdI;M5s
722690791,M5s,FdI;M5s
1248843953165697024,M5s,FdI;M5s
1338825442330079232,M5s,FdI;M5s
1083400462852898816,M5s,FdI;M5s
910502540,M5s,PD
319095713,M5s,FdI;M5s
414554793,M5s,FdI;M5s
2540549555,M5s,FdI;M5s
892912476,M5s,FdI;M5s
191193398,M5s,FdI;M5s
3308375333,M5s,FdI;M5s
514161086,M5s,FdI;M5s
991718871110471680,M5s,FdI;M5s
1390395892776198144,M5s,FdI;M5s
483276391,M5s,FdI;M5s
1422169571281285120,M5s,FdI;M5s
603531704,M5s,FdI;M5s
1241836339,M5s,FdI;M5s
3570102382,M5s,FdI;M5s
823975129470341120,M5s,FdI;M5s
1292463168166526976,M5s,
1513080293393059840,M5s,FdI;M5s
1296808989305577472,M5s,PD;AVS
2301429138,M5s,FdI;M5s
2784357288,M5s,FdI;M5s
900242237329727488,M5s,FdI;M5s
189110064,M5s,FdI;M5s
910354814,M5s,FdI;M5s
1238888091986866176,M5s,FdI;M5s
2755485340,M5s,FdI;M5s
750426543978082304,M5s,
1020002929238073344,M5s,FdI;M5s
1259742206,M5s,FdI;M5s
826920912335302656,M5s,FdI;M5s
437533038,M5s,
1354142214,M5s,FdI;M5s
251307101,M5s,FdI;M5s
831768450,M5s,FdI;M5s
404343710,M5s,FdI;M5s
142208079,M5s,FdI;M5s
2620224933,M5s,FdI;M5s
3898955560,M5s,FdI;M5s
849290722566123520,M5s,FdI;M5s
481287765,M5s,FdI;M5s
2363023779,M5s,FdI;M5s
967685017932632064,M5s,FdI;M5s
274093178,M5s,FdI;M5s
2470692079,M5s,FdI;M5s
831981618,M5s,FdI;M5s
856463903458504704,M5s,FdI;M5s
3329159391,M5s,PD;AVS
4902342166,M5s,
2615327307,M5s,FdI;M5s
1451424235,M5s,FdI;M5s
1458751681705951232,M5s,FdI;M5s
412129293,M5s,FdI;M5s
563487938,M5s,FdI;M5s
2414699069,M5s,FdI;M5s
1212975134,M5s,FdI;M5s
3290984981,M5s,FdI;M5s
1460611925906181888,M5s,FdI;M5s
1105898781176926208,M5s,FdI;M5s
3601606947,M5s,FdI;M5s
885661050,M5s,FdI;M5s
1423255298022809600,M5s,FdI;M5s
1252215209193803520,M5s,FdI;M5s
1425102444833476608,M5s,NM;FI;FdI;PD;L
45300696,M5s,FdI;M5s
90183892,M5s,FdI;M5s
701927677,M5s,FdI;M5s
839043333322330112,M5s,FdI;M5s
2435940815,M5s,FdI;M5s
520265639,M5s,FdI;M5s
414899174,M5s,FdI;M5s
1049739577865441280,M5s,FdI;M5s
1012718378,M5s,PD;AVS
1086984555352023040,M5s,FdI;M5s
1114098782,M5s,FdI;M5s
493947848,M5s,FdI;M5s
1246341246798516224,M5s,FdI;M5s
2895666573,M5s,FdI;M5s
2420875119,M5s,FdI;M5s
1356889910825938688,M5s,FdI;M5s
407685967,M5s,FdI;M5s
999578121123848192,M5s,FdI;M5s
50286652,M5s,PD;AVS
977605577827389440,M5s,FdI;M5s
2925117455,M5s,FdI;M5s
2314315157,M5s,FdI;M5s
173074062,M5s,FdI;M5s
1198489144470753280,M5s,FdI;M5s
4481243657,M5s,
325760306,M5s,FdI;M5s
519940626,M5s,FdI;M5s
1272761126208647168,M5s,FdI;M5s
2731197053,M5s,FdI;M5s
202222990,M5s,FdI;M5s
1062995012,M5s,PD;AVS
2174507470,M5s,FdI;M5s
1485532408938180608,M5s,
1246821023498096640,M5s,FdI;M5s
1551596211324477440,M5s,FdI;M5s
342251346,M5s,PD;AVS
414908553,M5s,FdI;M5s
1168202277091516416,M5s,FdI;M5s
984438752,M5s,FdI;M5s
2491591471,M5s,
1157384743761190912,M5s,PD;AVS
1131151171,M5s,FdI;M5s
1108682112213938176,M5s,FdI;M5s
969904591650377728,M5s,FdI;M5s
2219319941,M5s,FdI;M5s
1549787567075344384,M5s,FdI;M5s
1257959892,M5s,FdI;M5s
765324667,M5s,FdI;M5s
3229172415,M5s,FdI;M5s
429847277,M5s,FdI;M5s
999615579098177536,M5s,FdI;M5s
537221457,M5s,NM;FI;FdI;PD;L
1508792081808044032,M5s,FdI;M5s
377576138,M5s,FdI;M5s
252624223,M5s,FdI;M5s
1124777892,M5s,FdI;M5s
1491412858843901952,M5s,FdI;M5s
120823318,M5s,FdI;M5s
2460104746,M5s,FdI;M5s
1486339456454074368,M5s,FdI;M5s
1852450694,M5s,PD;AVS
2420586324,M5s,FdI;M5s
1235864054716981248,M5s,FdI;M5s
1220951875,M5s,FdI;M5s
1192887805,M5s,FdI;M5s
378489654,M5s,FdI;M5s
441556239,M5s,
4452315099,M5s,FdI;M5s
910676940,M5s,FdI;M5s
340300921,M5s,FdI;M5s
969981643,M5s,PD
1161834389170479104,M5s,FdI;M5s
1349647983600689152,M5s,FdI;M5s
2804043000,M5s,FdI;M5s
437635996,M5s,FdI;M5s
14278162,M5s,FdI;M5s
836271002,M5s,FdI;M5s
939337284,M5s,FdI;M5s
1533516920162500608,M5s,FdI;M5s
1365423847,M5s,FdI;M5s
85793150,M5s,FdI;M5s
317680130,M5s,FdI;M5s
553959228,M5s,FdI;M5s
956262769,M5s,FdI;M5s
332885533,M5s,FdI;M5s
1550038774553387008,M5s,FdI;M5s
408827929,M5s,FdI;M5s
337170481,M5s,
1376515377396584448,M5s,FdI;M5s
2176253277,M5s,FdI;M5s
881539050456453120,M5s,FdI;M5s
3426991144,M5s,FdI;M5s
117044668,M5s,PD;AVS
499581721,M5s,FdI;M5s
2960496765,M5s,FdI;M5s
1482983482078990336,M5s,FdI;M5s
360026474,M5s,FdI;M5s
2328166991,M5s,FdI;M5s
1447601607575810048,M5s,FdI;M5s
2375736855,M5s,FdI;M5s
473686739,M5s,FdI;M5s
324806261,M5s,PD
415100087,M5s,FdI;M5s
2248454247,M5s,FdI;M5s
1187184194,M5s,FdI;M5s
1269373038,M5s,FdI;M5s
1552619313772765184,M5s,FdI;M5s
739555684379992064,M5s,FdI;M5s
1174274426,M5s,FdI;M5s
470454408,M5s,FdI;M5s
1106153881,M5s,FdI;M5s
836832129183014912,M5s,FdI;M5s
836001242,M5s,FdI;M5s
3131617043,M5s,FdI;M5s
1244609569,M5s,FdI;M5s
513144334,M5s,FdI;M5s
2208663296,M5s,FdI;M5s
1193574074502569984,M5s,FdI;M5s
920350887779950592,M5s,FdI;M5s
1089615589,M5s,FdI;M5s
1253397978527776768,M5s,FdI;M5s
2886860662,M5s,FdI;M5s
2553289698,M5s,FdI;M5s
1032586944658788352,M5s,FdI;M5s
1071755390365433856,M5s,FdI;M5s
723877334,M5s,FdI;M5s
340175462,M5s,FdI;M5s
1382036227730325504,M5s,FdI;M5s
2359448190,M5s,FdI;M5s
738344440851468288,M5s,FdI;M5s
765555246,M5s,FdI;M5s
390427246,M5s,FdI;M5s
2244571279,M5s,FdI;M5s
3397375498,M5s,FdI;M5s
737269916466880512,M5s,FdI;M5s
1891212620,M5s,FdI;M5s
725285752771350528,M5s,FdI;M5s
318499634,M5s,FdI;M5s
2318032643,M5s,FdI;M5s
1555198737902981120,M5s,FdI;M5s
538286720,M5s,FdI;M5s
947879034,M5s,FdI;M5s
1357352206777868288,M5s,FdI;M5s
1084849003525750784,M5s,FdI;M5s
1506212652061708288,M5s,FdI;M5s
379892878,M5s,FdI;M5s
1260171894,M5s,FdI;M5s
1165912840932352000,M5s,FdI;M5s
2356251718,M5s,FdI;M5s
331223753,M5s,FdI;M5s
376145932,M5s,FdI;M5s
462808763,M5s,FdI;M5s
2183704091,M5s,FdI;M5s
337372191,M5s,FdI;M5s
983065508,M5s,FdI;M5s
161428463,M5s,FdI;M5s
1228064064,M5s,FdI;M5s
1447233287060180992,M5s,FdI;M5s
920435114,M5s,FdI;M5s
3776006296,M5s,FdI;M5s
1234747040149725184,M5s,FdI;M5s
1188843954432811008,M5s,FdI;M5s
42729551,M5s,FdI;M5s
957024744150323200,M5s,FdI;M5s
1243993407611121664,M5s,FdI;M5s
1394277882,M5s,FdI;M5s
1316630180,M5s,FdI;M5s
2198111423,M5s,FdI;M5s
952461710,M5s,FdI;M5s
706793617290076160,M5s,PD;AVS
3299563144,M5s,FdI;M5s
582152087,M5s,FdI;M5s
452010658,M5s,FdI;M5s
598303209,M5s,FdI;M5s
376935892,M5s,FdI;M5s
323303720,M5s,PD
3050234032,M5s,FdI;M5s
1056590361722867712,M5s,FdI;M5s
733035567458492416,M5s,FdI;M5s
1308049106,M5s,FdI;M5s
66315515,M5s,FdI;M5s
4845403365,M5s,FdI;M5s
1173415212,M5s,FdI;M5s
1154466102,M5s,FdI;M5s
2342101993,M5s,FdI;M5s
2366108005,M5s,FdI;M5s
2480161826,M5s,FdI;M5s
1275239096,M5s,FdI;M5s
483609852,M5s,FdI;M5s
2847010691,M5s,FdI;M5s
457740247,M5s,FdI;M5s
2913833871,M5s,FdI;M5s
1394890447,M5s,FdI;M5s
3156609485,M5s,FdI;M5s
998943681964068864,M5s,FdI;M5s
2477333779,M5s,FdI;M5s
533268748,M5s,FdI;M5s
1366920488,M5s,FdI;M5s
721242552469479424,M5s,FdI;M5s
1505914022364913664,M5s,FdI;M5s
1193645670231629824,M5s,FdI;M5s
1222506078,M5s,FdI;M5s
1213507642858987520,M5s,FdI;M5s
4156998808,M5s,FdI;M5s
1546117040657809408,M5s,PD;AVS
2889852755,M5s,FdI;M5s
2162578559,M5s,PD;AVS
3053055853,M5s,FdI;M5s
930579210,M5s,FdI;M5s
414385318,M5s,FdI;M5s
237816428,M5s,
435115377,M5s,FdI;M5s
1190596207741218816,M5s,FdI;M5s
2918309829,M5s,FdI;M5s
233477725,M5s,
1645907658,M5s,FdI;M5s
1215779772762148864,M5s,PD
1859667852,M5s,FdI;M5s
986525298903658496,M5s,FdI;M5s
1551166428698624000,M5s,FdI;M5s
1055797022,M5s,FdI;M5s
429715292,M5s,
1193971932972113920,M5s,FdI;M5s
106548241,M5s,FdI;M5s
1481202482198065152,M5s,FdI;M5s
555001150,M5s,FdI;M5s
428262812,M5s,FdI;M5s
4075384109,M5s,FdI;M5s
426966419,M5s,FdI;M5s
429255979,M5s,PD;AVS
2310308158,M5s,FdI;M5s
22693775,M5s,FdI;M5s
4738086147,M5s,FdI;M5s
2315532764,M5s,FdI;M5s
1021898003370655744,M5s,FdI;M5s
90884023,M5s,FdI;M5s
219995423,M5s,PD;AVS
3028280830,M5s,FdI;M5s
811541144547037184,M5s,FdI;M5s
379030092,M5s,FdI;M5s
1446413967761498112,M5s,FdI;M5s
1489957648275546112,M5s,FdI;M5s
865499623762173952,M5s,FdI;M5s
428525073,M5s,FdI;M5s
1296055260394532864,M5s,FdI;M5s
1946791908,M5s,FdI;M5s
357074444,M5s,FdI;M5s
1291622634,M5s,FdI;M5s
2293869677,M5s,FdI;M5s
809707366627344384,M5s,
947015537808281600,M5s,FdI;M5s
2260566889,M5s,FdI;M5s
951853792936517632,M5s,FdI;M5s
1012990321,M5s,FdI;M5s
2176041849,M5s,
1522333017494142976,M5s,FdI;M5s
752010888,M5s,FdI;M5s
4857416872,M5s,FdI;M5s
1483373822,M5s,FdI;M5s
71282354,M5s,FdI;M5s
3003254493,M5s,FdI;M5s
2483850749,M5s,FdI;M5s
491225607,M5s,FdI;M5s
2322849823,M5s,
85049014,M5s,FdI;M5s
3325347729,M5s,
292417838,M5s,FdI;M5s
1109518177204142080,M5s,FdI;M5s
2195640612,M5s,
1504391969841295104,M5s,FdI;M5s
2479381757,M5s,
1557368995501727744,M5s,FdI;M5s
2903541269,M5s,FdI;M5s
455526841,M5s,FdI;M5s
3207950973,M5s,FdI;M5s
704996147,M5s,FdI;M5s
103000463,M5s,FdI;M5s
557366826,M5s,FdI;M5s
396151080,M5s,
549964088,M5s,FdI;M5s
3300539086,M5s,FdI;M5s
1203967152878968832,M5s,FdI;M5s
1036938613,M5s,FdI;M5s
1491739653006929920,M5s,FdI;M5s
189948312,M5s,
1253984129160536064,M5s,FdI;M5s
1326873224,M5s,FdI;M5s
867257453079089152,M5s,FdI;M5s
1097203348913168384,M5s,FdI;M5s
851233315,M5s,FdI;M5s
808004585474420736,M5s,
3239016405,M5s,FdI;M5s
924156264,M5s,FdI;M5s
426094795,M5s,FdI;M5s
1445077647344689152,M5s,FdI;M5s
426152264,M5s,FdI;M5s
75011307,M5s,
1392080886,M5s,FdI;M5s
255453880,M5s,
195821306,M5s,FdI;M5s
85838534,M5s,FdI;M5s
1348851210,M5s,FdI;M5s
1555486749291323392,M5s,FdI;M5s
1867212703,M5s,FdI;M5s
961233370821914624,M5s,FdI;M5s
595620738,M5s,FdI;M5s
1017975031,M5s,FdI;M5s
354125985,M5s,FdI;M5s
340972113,M5s,FdI;M5s
2996797988,M5s,FdI;M5s
268183904,M5s,
841701064118284288,M5s,FdI;M5s
1528169936195035136,M5s,FdI;M5s
17876465,M5s,FdI;M5s
962742501344980992,M5s,FdI;M5s
1221787508998049536,M5s,FdI;M5s
2328646053,M5s,FdI;M5s
812912796,M5s,FdI;M5s
78885684,M5s,FdI;M5s
1051397961748504576,M5s,FdI;M5s
1172019419557637888,M5s,FdI;M5s
167691818,M5s,FdI;M5s
1360669426887065600,M5s,FdI;M5s
432516884,M5s,FdI;M5s
1547833962302541824,M5s,FdI;M5s
1464788840,M5s,FdI;M5s
1159874141673181184,M5s,FdI;M5s
801046891,M5s,FdI;M5s
3322895655,M5s,FdI;M5s
2752684721,M5s,FdI;M5s
1224165516,M5s,PD
1232658396941312000,M5s,FdI;M5s
1473613032764981248,M5s,FdI;M5s
26762533,M5s,FdI;M5s
471347700,M5s,FdI;M5s
453813069,M5s,FdI;M5s
99361454,M5s,FdI;M5s
1561659476993867776,M5s,FdI;M5s
2825937448,M5s,FdI;M5s
813106086366560128,M5s,FdI;M5s
552017084,M5s,FdI;M5s
519782572,M5s,FdI;M5s
65690709,M5s,
87498899,M5s,FdI;M5s
1167886748355039232,M5s,FdI;M5s
1083680015492022272,M5s,FdI;M5s
2648038336,M5s,PD
2791011106,M5s,FdI;M5s
785763689345363968,M5s,FdI;M5s
580990869,M5s,
3362921608,M5s,FdI;M5s
2881788614,M5s,FdI;M5s
589979280,M5s,FdI;M5s
108934786,M5s,FdI;M5s
539962117,M5s,
4877601425,M5s,PD
1249091291654356736,M5s,FdI;M5s
412560750,M5s,FdI;M5s
152198946,M5s,PD;AVS
3124678339,M5s,NM;FI;FdI;PD;L
1146383082267860992,M5s,
1354935949,M5s,FdI;M5s
437760038,M5s,FdI;M5s
1665027356,M5s,PD
739502641269596160,M5s,FdI;M5s
